booking_id;user_id;book_id;starttime;endtime
1258;1417;2210;2017-10-26;2017-11-06
1033;1604;2952;2017-10-27;2018-02-03
1954;916;2415;2017-10-27;2017-12-22
2928;1593;48;2017-10-27;2018-01-21
4448;803;499;2017-10-27;2017-11-08
48;522;2593;2017-10-30;2018-01-24
545;1320;5974;2017-10-30;2018-01-01
2227;865;411;2017-10-30;2018-01-23
4024;1758;2366;2017-10-30;2017-11-26
4760;274;5529;2017-10-30;2017-11-24
2416;581;6731;2017-10-31;2017-12-07
91;1978;168;2017-11-01;2017-11-09
991;1811;6304;2017-11-01;2018-01-13
4503;134;3566;2017-11-01;2018-02-03
890;1568;6517;2017-11-02;2017-12-28
1123;932;1979;2017-11-02;2017-12-26
1903;1716;4037;2017-11-02;2017-11-19
2067;454;6178;2017-11-02;2017-11-10
2459;1121;4679;2017-11-02;2017-12-05
3452;1378;3559;2017-11-02;2018-01-24
4394;1367;1203;2017-11-02;2017-11-20
4671;34;2681;2017-11-02;2017-11-09
1607;639;3880;2017-11-03;2018-02-01
1714;1905;1254;2017-11-03;2017-12-21
2528;1668;2485;2017-11-03;2018-01-24
3433;1793;6697;2017-11-03;2018-01-09
3289;163;4648;2017-11-05;2018-01-10
1106;809;5854;2017-11-06;2017-12-01
2082;83;2026;2017-11-06;2017-11-21
2707;1479;4637;2017-11-06;2017-12-25
4021;1143;2351;2017-11-06;2018-02-12
4520;149;2000;2017-11-06;2018-01-29
809;702;1868;2017-11-07;2018-02-05
1221;1320;4392;2017-11-07;2018-01-23
3536;869;1003;2017-11-07;2018-01-13
3716;1204;301;2017-11-07;2018-02-11
2735;1594;5275;2017-11-08;2017-11-10
4252;1777;3322;2017-11-08;2017-12-08
290;1082;35;2017-11-09;2017-12-25
2623;1872;2747;2017-11-09;2017-12-05
2793;788;3322;2017-11-09;2018-02-03
4795;1534;1654;2017-11-09;2018-01-24
6;321;5881;2017-11-10;2018-01-17
1404;51;2409;2017-11-10;2017-12-26
1937;1934;6136;2017-11-10;2018-02-13
4437;341;5194;2017-11-10;2017-11-23
596;1350;896;2017-11-11;2018-02-03
602;1004;5513;2017-11-11;2017-12-08
444;1045;67;2017-11-14;2018-02-06
2694;1134;3310;2017-11-14;2018-01-25
4880;797;5036;2017-11-14;2018-02-13
3206;1012;430;2017-11-15;2017-12-16
692;1516;3779;2017-11-16;2018-02-21
974;1964;3651;2017-11-16;2017-12-31
1747;410;4403;2017-11-16;2017-12-27
2799;1842;1992;2017-11-16;2017-12-11
4509;786;3435;2017-11-17;2017-12-31
330;897;1760;2017-11-18;2017-12-08
2719;1815;952;2017-11-18;2018-02-26
2820;2000;2964;2017-11-18;2018-02-25
4177;1461;5521;2017-11-18;2017-12-26
856;519;3935;2017-11-19;2018-02-24
971;1607;3641;2017-11-19;2017-12-10
1305;1810;6457;2017-11-19;2018-01-07
2032;92;2206;2017-11-19;2018-02-14
4139;310;5516;2017-11-19;2018-01-31
65;105;1740;2017-11-20;2018-01-31
492;948;851;2017-11-20;2018-02-27
1434;994;4178;2017-11-20;2018-01-21
1722;956;4929;2017-11-20;2018-02-10
1993;1448;6325;2017-11-20;2018-01-05
357;504;3758;2017-11-21;2017-12-28
3004;1547;4895;2017-11-22;2018-02-05
1662;753;5748;2017-11-23;2017-12-08
3797;709;2339;2017-11-23;2017-11-28
452;1869;4117;2017-11-24;2017-12-02
989;848;1212;2017-11-24;2018-02-14
1360;1523;3778;2017-11-24;2018-01-27
2293;76;6596;2017-11-25;2017-12-15
219;1119;2580;2017-11-26;2018-01-28
1650;907;3402;2017-11-26;2018-02-17
199;1977;3797;2017-11-27;2018-02-01
983;975;4835;2017-11-27;2018-02-27
1524;8;3947;2017-11-27;2018-01-25
3981;778;177;2017-11-27;2017-12-05
4212;808;2443;2017-11-27;2018-02-13
4696;68;2296;2017-11-27;2017-12-17
4906;1454;3044;2017-11-27;2018-01-20
2147;1608;6443;2017-11-28;2017-12-08
3662;1433;6466;2017-11-28;2018-01-19
4388;1418;3942;2017-11-28;2018-01-07
496;448;741;2017-11-29;2017-12-03
1804;952;3182;2017-11-29;2018-01-13
2328;1263;3161;2017-11-29;2018-02-26
2932;1771;2172;2017-11-29;2018-02-25
3787;1270;1163;2017-11-29;2018-01-14
4988;1382;3316;2017-11-29;2018-01-04
3711;694;5603;2017-11-30;2018-01-23
1821;1912;5577;2017-12-01;2018-01-25
1998;1734;1042;2017-12-01;2018-02-23
3631;558;4827;2017-12-01;2018-03-01
3936;1982;5661;2017-12-01;2017-12-24
3067;1427;6458;2017-12-02;2017-12-24
600;1661;2957;2017-12-03;2018-02-25
1451;1870;2307;2017-12-03;2018-01-09
1819;467;2437;2017-12-03;2018-01-18
4444;36;5196;2017-12-03;2017-12-26
143;1944;500;2017-12-04;2018-01-22
643;1179;2351;2017-12-04;2018-02-14
2710;1200;1080;2017-12-04;2018-02-11
979;762;6233;2017-12-05;2017-12-31
1009;1968;2069;2017-12-05;2018-01-28
1760;858;4852;2017-12-05;2018-03-15
2043;355;432;2017-12-05;2018-01-12
2140;1894;4002;2017-12-05;2018-03-01
3331;795;2806;2017-12-05;2017-12-25
3548;820;2707;2017-12-05;2018-02-26
462;1277;2614;2017-12-06;2018-02-11
1195;723;4828;2017-12-06;2018-03-04
2800;205;2249;2017-12-06;2018-01-07
568;1175;5940;2017-12-07;2018-01-09
3366;275;217;2017-12-07;2018-03-01
3405;22;5392;2017-12-07;2018-02-02
3902;414;2956;2017-12-07;2018-01-11
4517;335;482;2017-12-07;2018-02-02
2580;1906;3940;2017-12-08;2018-02-10
4449;1715;5625;2017-12-08;2018-01-03
558;235;6328;2017-12-09;2018-03-14
778;1186;1081;2017-12-09;2018-02-05
2057;718;3291;2017-12-09;2018-02-22
3282;1659;1741;2017-12-09;2017-12-30
3388;595;1524;2017-12-09;2018-01-11
4276;512;925;2017-12-09;2018-02-13
1969;1676;3951;2017-12-10;2017-12-30
2565;1594;5243;2017-12-10;2017-12-22
188;1697;5344;2017-12-11;2017-12-23
4680;994;4559;2017-12-11;2018-02-03
902;806;1838;2017-12-12;2018-03-03
3078;1181;750;2017-12-12;2018-01-25
990;161;3408;2017-12-13;2018-02-16
4939;1451;5067;2017-12-13;2018-01-12
1071;786;5885;2017-12-15;2017-12-20
3983;1725;1704;2017-12-15;2017-12-30
382;1263;2363;2017-12-16;2018-03-05
2805;446;3517;2017-12-16;2018-03-21
3729;971;5557;2017-12-16;2017-12-26
4150;227;4926;2017-12-17;2018-03-12
2163;841;712;2017-12-18;2018-02-16
2428;862;366;2017-12-18;2018-03-06
4479;899;786;2017-12-18;2018-01-28
4742;1816;5031;2017-12-18;2018-01-28
1539;728;6126;2017-12-19;2018-02-28
4330;1938;5000;2017-12-19;2018-01-25
966;828;4294;2017-12-20;2018-03-09
1525;729;1102;2017-12-20;2017-12-24
2299;1954;2358;2017-12-20;2018-03-25
3163;1747;4519;2017-12-20;2018-03-12
4840;381;4520;2017-12-20;2018-03-26
2423;565;6006;2017-12-21;2018-03-05
2562;1476;1793;2017-12-21;2018-01-27
3996;663;6507;2017-12-21;2018-01-27
1070;184;5716;2017-12-22;2018-03-09
1702;1308;5855;2017-12-22;2018-01-30
2446;1922;6100;2017-12-22;2018-04-01
4610;291;1090;2017-12-22;2017-12-23
2519;1108;1493;2017-12-23;2018-02-22
3141;254;6542;2017-12-23;2018-01-15
18;801;1653;2017-12-24;2018-03-05
601;718;2885;2017-12-24;2017-12-25
2034;1541;6373;2017-12-24;2018-02-08
2471;1066;510;2017-12-24;2018-03-16
1169;49;3836;2017-12-25;2018-03-17
1277;1659;6120;2017-12-25;2018-02-06
1641;993;4312;2017-12-26;2018-02-04
2899;424;1979;2017-12-26;2018-02-15
3477;1110;6048;2017-12-26;2018-01-03
1117;560;2987;2017-12-27;2018-01-07
2632;414;4091;2017-12-28;2018-03-04
3385;1513;1371;2017-12-28;2018-01-07
3411;1015;6050;2017-12-28;2018-04-07
2794;1875;1082;2017-12-29;2018-03-04
380;1848;5291;2017-12-30;2018-03-21
599;989;4579;2017-12-30;2018-03-04
4033;139;4480;2017-12-31;2018-01-08
4593;1645;6248;2017-12-31;2018-02-27
467;312;4446;2018-01-01;2018-03-02
806;1;595;2018-01-01;2018-03-08
1007;1353;1641;2018-01-01;2018-01-29
1182;1611;1749;2018-01-01;2018-01-08
1843;1284;1829;2018-01-01;2018-03-18
198;1763;1594;2018-01-02;2018-03-03
396;1649;152;2018-01-02;2018-03-02
4176;212;5153;2018-01-02;2018-02-17
4648;1648;2233;2018-01-02;2018-03-03
4946;32;153;2018-01-02;2018-03-22
938;815;5038;2018-01-03;2018-03-08
4202;891;4730;2018-01-03;2018-03-01
2545;24;345;2018-01-04;2018-04-11
2690;946;3364;2018-01-04;2018-04-07
4855;1655;403;2018-01-04;2018-01-05
1609;391;4281;2018-01-05;2018-01-19
2634;363;6440;2018-01-05;2018-02-10
1959;726;4392;2018-01-06;2018-03-20
3754;293;2901;2018-01-06;2018-03-16
4798;484;1941;2018-01-06;2018-02-01
2348;139;1868;2018-01-07;2018-03-11
4146;862;3713;2018-01-07;2018-02-28
2535;1602;6659;2018-01-08;2018-02-27
2867;1175;667;2018-01-09;2018-03-23
2921;944;6301;2018-01-09;2018-02-25
3530;1143;4616;2018-01-09;2018-01-15
4537;1192;4829;2018-01-09;2018-03-31
425;141;4714;2018-01-10;2018-01-24
1709;550;4708;2018-01-10;2018-04-01
3391;1782;406;2018-01-10;2018-03-14
3393;556;2195;2018-01-10;2018-03-31
3824;311;5084;2018-01-10;2018-01-20
209;632;3108;2018-01-11;2018-02-09
1694;899;72;2018-01-11;2018-01-30
2336;559;2250;2018-01-11;2018-02-02
3933;720;1014;2018-01-11;2018-01-28
1230;1633;5916;2018-01-12;2018-02-25
3298;786;6714;2018-01-12;2018-03-23
1343;879;2071;2018-01-13;2018-02-04
1951;1145;5274;2018-01-13;2018-04-17
4459;1346;4443;2018-01-13;2018-02-06
180;1185;2998;2018-01-14;2018-02-09
4379;1261;2514;2018-01-14;2018-04-13
100;1758;6180;2018-01-15;2018-04-24
352;1746;278;2018-01-15;2018-02-02
2426;220;5508;2018-01-15;2018-04-13
2718;1556;1796;2018-01-15;2018-01-16
594;964;1233;2018-01-16;2018-04-22
873;171;5571;2018-01-16;2018-03-17
1669;1892;4687;2018-01-16;2018-03-30
2351;470;3942;2018-01-16;2018-03-18
4424;774;1402;2018-01-16;2018-02-16
4670;1382;4936;2018-01-16;2018-04-18
985;1883;6678;2018-01-17;2018-01-28
1270;1388;1633;2018-01-17;2018-02-15
689;24;745;2018-01-18;2018-04-17
1086;1842;506;2018-01-18;2018-03-07
2355;369;4992;2018-01-18;2018-03-13
677;1183;913;2018-01-19;2018-03-13
698;1625;5989;2018-01-19;2018-03-25
1363;1723;121;2018-01-19;2018-04-29
4655;775;808;2018-01-19;2018-03-22
190;524;6059;2018-01-20;2018-01-30
215;595;3224;2018-01-20;2018-04-01
2598;652;628;2018-01-20;2018-03-12
3244;230;6739;2018-01-20;2018-01-27
4928;975;2145;2018-01-20;2018-02-14
4944;21;3880;2018-01-20;2018-01-29
646;89;3738;2018-01-21;2018-04-17
2362;602;1263;2018-01-21;2018-04-16
4629;954;6072;2018-01-21;2018-05-01
1198;1564;3661;2018-01-22;2018-03-17
1522;970;733;2018-01-22;2018-01-27
2646;1429;6391;2018-01-22;2018-04-01
2715;921;5548;2018-01-22;2018-02-14
4354;1171;867;2018-01-22;2018-03-18
386;833;2389;2018-01-23;2018-03-28
2224;455;2060;2018-01-23;2018-04-03
3446;1026;6621;2018-01-23;2018-04-17
4582;645;2272;2018-01-23;2018-05-02
1415;1708;2118;2018-01-24;2018-02-16
1644;1136;2771;2018-01-24;2018-01-27
2051;1065;891;2018-01-24;2018-02-25
2618;1881;3781;2018-01-24;2018-02-10
2782;1758;4860;2018-01-24;2018-03-08
3323;1328;2519;2018-01-24;2018-04-19
4491;1268;5665;2018-01-24;2018-01-26
488;871;1142;2018-01-25;2018-03-17
3605;1895;4646;2018-01-25;2018-02-04
1377;1411;5302;2018-01-26;2018-04-23
3780;1069;886;2018-01-26;2018-03-26
197;733;3416;2018-01-27;2018-03-16
839;488;6391;2018-01-27;2018-04-24
947;567;4465;2018-01-27;2018-03-14
2436;1916;6339;2018-01-27;2018-03-20
3294;1687;3797;2018-01-27;2018-03-26
4986;1994;4109;2018-01-27;2018-05-05
1307;1922;4192;2018-01-28;2018-05-05
4701;172;5083;2018-01-28;2018-03-01
1507;1064;4485;2018-01-31;2018-04-02
1949;919;1452;2018-01-31;2018-02-26
1953;716;2378;2018-01-31;2018-02-28
372;536;4884;2018-02-01;2018-02-07
2877;669;5136;2018-02-01;2018-04-29
3881;1507;4746;2018-02-01;2018-02-20
4699;1105;1625;2018-02-01;2018-05-05
722;68;6478;2018-02-02;2018-02-04
1189;1204;3427;2018-02-02;2018-04-09
2190;540;3197;2018-02-02;2018-03-18
992;1342;560;2018-02-03;2018-02-21
3237;1868;2046;2018-02-03;2018-04-17
3586;1462;4238;2018-02-03;2018-05-06
4099;1714;2575;2018-02-03;2018-05-14
4550;1169;6698;2018-02-03;2018-02-19
1963;1256;6443;2018-02-04;2018-02-10
3315;1945;5693;2018-02-05;2018-02-08
3920;524;4136;2018-02-05;2018-03-09
4292;268;1804;2018-02-05;2018-03-14
334;809;1493;2018-02-06;2018-05-04
378;1998;5769;2018-02-06;2018-04-08
1329;1692;5789;2018-02-06;2018-03-14
4863;56;6269;2018-02-06;2018-02-09
1243;1839;2632;2018-02-08;2018-05-03
3069;1613;4;2018-02-08;2018-02-26
4896;1524;4740;2018-02-08;2018-02-18
89;646;2595;2018-02-09;2018-02-10
3026;193;423;2018-02-09;2018-04-22
4004;669;6245;2018-02-09;2018-05-16
4399;408;4252;2018-02-09;2018-03-11
1271;1611;1830;2018-02-10;2018-03-11
3706;336;5564;2018-02-10;2018-04-23
3808;360;1005;2018-02-10;2018-03-07
4122;92;5152;2018-02-10;2018-03-06
2801;462;613;2018-02-11;2018-05-13
3794;1904;2473;2018-02-11;2018-05-08
49;1867;5323;2018-02-12;2018-03-03
232;507;3884;2018-02-13;2018-05-24
2688;810;3281;2018-02-13;2018-05-13
1980;1911;1935;2018-02-14;2018-05-21
3089;622;5504;2018-02-14;2018-03-17
1215;273;2745;2018-02-15;2018-02-19
3012;708;2260;2018-02-15;2018-03-26
1386;1782;127;2018-02-16;2018-04-07
4049;887;5385;2018-02-16;2018-04-28
272;779;212;2018-02-17;2018-05-26
2762;1202;2067;2018-02-17;2018-03-27
4275;1761;2532;2018-02-17;2018-03-09
340;206;4632;2018-02-18;2018-04-29
2070;1375;6272;2018-02-18;2018-05-11
2251;346;5957;2018-02-18;2018-05-05
3403;1048;2532;2018-02-18;2018-03-29
1105;1212;3739;2018-02-19;2018-04-29
4622;548;5935;2018-02-19;2018-05-08
950;875;1047;2018-02-20;2018-05-30
3193;498;2138;2018-02-20;2018-04-01
3816;1672;2732;2018-02-20;2018-04-07
274;304;2824;2018-02-21;2018-03-13
2695;830;1986;2018-02-21;2018-04-13
2857;1646;6503;2018-02-21;2018-05-01
76;912;2765;2018-02-22;2018-03-12
1131;1938;742;2018-02-22;2018-05-28
1769;864;3033;2018-02-22;2018-05-28
2676;313;4296;2018-02-22;2018-02-27
4510;1931;6442;2018-02-22;2018-03-29
195;1071;1515;2018-02-23;2018-04-27
486;472;2893;2018-02-23;2018-03-10
1853;12;1173;2018-02-23;2018-03-08
2721;1462;5687;2018-02-23;2018-04-18
4203;744;1066;2018-02-23;2018-04-02
4505;1144;1367;2018-02-23;2018-05-28
4756;1267;6339;2018-02-23;2018-03-15
4771;1851;4167;2018-02-23;2018-03-06
2491;1497;2482;2018-02-24;2018-06-04
721;230;4139;2018-02-25;2018-04-02
1099;799;4385;2018-02-25;2018-04-07
1556;316;5556;2018-02-26;2018-04-11
2452;1105;5569;2018-02-26;2018-03-02
2631;661;4587;2018-02-26;2018-05-04
2997;1567;1452;2018-02-26;2018-04-03
3317;630;5962;2018-02-26;2018-04-17
3670;1618;2319;2018-02-26;2018-03-18
2951;1941;5276;2018-02-27;2018-05-12
119;1556;2777;2018-02-28;2018-06-07
2015;454;4214;2018-02-28;2018-05-13
3905;1711;4209;2018-02-28;2018-03-23
1580;993;4865;2018-03-01;2018-04-25
2178;386;3578;2018-03-01;2018-03-05
4334;521;2048;2018-03-01;2018-04-22
1532;433;4917;2018-03-02;2018-04-02
1721;1995;5286;2018-03-03;2018-06-08
2861;621;4142;2018-03-03;2018-03-07
7;1812;2164;2018-03-04;2018-04-30
1778;869;5980;2018-03-04;2018-05-28
4183;346;1854;2018-03-04;2018-04-07
4694;1774;3252;2018-03-04;2018-05-29
4768;159;6337;2018-03-04;2018-05-19
249;31;5050;2018-03-05;2018-05-03
881;1174;1744;2018-03-05;2018-06-07
1261;1913;6114;2018-03-05;2018-05-11
1985;1833;4896;2018-03-05;2018-06-01
2917;161;5930;2018-03-05;2018-04-10
2995;1227;6234;2018-03-05;2018-06-02
3392;1316;1310;2018-03-05;2018-04-20
3603;909;5508;2018-03-05;2018-04-23
4443;1834;937;2018-03-05;2018-06-13
172;1206;1967;2018-03-06;2018-06-02
2656;1787;1532;2018-03-06;2018-05-02
2538;1080;4262;2018-03-07;2018-05-28
2548;1982;4364;2018-03-07;2018-03-15
2629;1578;4018;2018-03-07;2018-03-14
318;1124;1678;2018-03-08;2018-06-02
1302;1176;698;2018-03-08;2018-05-21
882;635;5162;2018-03-11;2018-06-09
1090;156;953;2018-03-11;2018-03-23
1180;1300;2461;2018-03-11;2018-05-29
4408;408;1359;2018-03-11;2018-06-06
4447;491;398;2018-03-11;2018-05-08
4123;674;4549;2018-03-12;2018-03-13
4439;1127;4682;2018-03-12;2018-04-15
3430;929;1119;2018-03-13;2018-04-05
4373;608;4703;2018-03-13;2018-05-28
1974;1368;1374;2018-03-14;2018-06-11
4972;761;6541;2018-03-14;2018-04-28
861;1063;577;2018-03-16;2018-06-22
1023;1239;2973;2018-03-16;2018-06-04
3200;761;3170;2018-03-16;2018-03-24
3449;1193;1605;2018-03-16;2018-05-29
1280;1607;1947;2018-03-17;2018-05-13
4549;1340;6286;2018-03-17;2018-04-12
1720;419;5065;2018-03-18;2018-05-11
1968;560;2009;2018-03-18;2018-03-27
2168;945;2346;2018-03-18;2018-05-05
2285;1298;4572;2018-03-18;2018-04-12
4821;904;1134;2018-03-19;2018-05-19
201;1245;2248;2018-03-20;2018-03-31
4003;565;4705;2018-03-20;2018-04-10
110;1599;6038;2018-03-21;2018-06-19
1684;749;6449;2018-03-21;2018-04-04
3319;154;6486;2018-03-21;2018-05-19
3401;1078;1301;2018-03-21;2018-04-16
4084;1796;310;2018-03-21;2018-04-30
4165;47;3184;2018-03-21;2018-05-07
4905;1653;629;2018-03-21;2018-05-19
885;1127;6064;2018-03-22;2018-03-30
1573;832;2275;2018-03-22;2018-03-31
259;129;54;2018-03-23;2018-06-12
877;1142;140;2018-03-23;2018-06-26
1528;350;3577;2018-03-23;2018-04-20
14;1238;4082;2018-03-24;2018-04-16
35;832;3367;2018-03-24;2018-05-29
2089;406;6643;2018-03-24;2018-04-18
68;1277;6517;2018-03-25;2018-04-01
214;107;4212;2018-03-25;2018-05-18
1725;1972;6806;2018-03-25;2018-06-02
1839;1860;6598;2018-03-25;2018-06-20
1057;1985;6051;2018-03-26;2018-05-22
2506;1433;1573;2018-03-26;2018-06-04
2987;1432;3274;2018-03-26;2018-05-24
3648;1829;563;2018-03-26;2018-04-14
775;239;6192;2018-03-28;2018-05-04
2061;1790;6047;2018-03-28;2018-05-28
2979;800;665;2018-03-28;2018-05-04
3066;1922;5475;2018-03-28;2018-06-23
4477;516;547;2018-03-28;2018-04-18
393;716;583;2018-03-29;2018-06-15
2214;214;3851;2018-03-29;2018-04-24
3033;312;1327;2018-03-29;2018-06-19
3699;157;3023;2018-03-29;2018-05-22
490;677;5026;2018-03-30;2018-05-15
3375;1356;5379;2018-03-31;2018-06-09
3750;1418;672;2018-03-31;2018-07-01
4159;253;2327;2018-03-31;2018-05-17
4983;531;3933;2018-03-31;2018-07-01
584;406;2403;2018-04-01;2018-05-19
2959;990;794;2018-04-01;2018-07-10
3081;1454;6237;2018-04-01;2018-04-08
798;968;6396;2018-04-02;2018-05-13
2780;1830;1562;2018-04-02;2018-05-09
3084;515;1193;2018-04-02;2018-06-29
4430;749;3622;2018-04-02;2018-06-27
4964;169;5403;2018-04-02;2018-06-07
1652;319;1947;2018-04-03;2018-07-04
2725;96;3766;2018-04-03;2018-06-25
3805;1123;572;2018-04-03;2018-06-05
4001;931;3315;2018-04-03;2018-05-22
281;697;1254;2018-04-04;2018-04-26
3156;940;5221;2018-04-04;2018-07-13
140;622;1634;2018-04-05;2018-05-27
4191;745;142;2018-04-05;2018-06-14
1651;529;2168;2018-04-06;2018-07-12
3290;800;154;2018-04-06;2018-05-03
506;474;6003;2018-04-08;2018-07-07
1413;480;856;2018-04-08;2018-07-05
3414;1359;1084;2018-04-08;2018-07-04
236;1925;509;2018-04-09;2018-06-15
1755;1322;4509;2018-04-09;2018-07-07
1785;588;287;2018-04-09;2018-05-11
1319;1532;6295;2018-04-10;2018-04-14
2616;955;3141;2018-04-10;2018-06-09
2984;188;4801;2018-04-10;2018-07-08
3621;198;1638;2018-04-10;2018-05-03
4284;811;5970;2018-04-10;2018-05-31
4679;743;1159;2018-04-10;2018-05-25
403;1317;5180;2018-04-11;2018-04-21
435;170;1456;2018-04-13;2018-05-05
1588;1034;1805;2018-04-13;2018-05-20
4040;773;4834;2018-04-13;2018-04-30
2234;183;6533;2018-04-14;2018-05-03
2955;143;5904;2018-04-14;2018-06-10
2626;180;979;2018-04-15;2018-05-10
2691;1144;6481;2018-04-15;2018-05-16
928;1689;492;2018-04-16;2018-05-02
4034;573;4454;2018-04-16;2018-06-30
229;1866;3949;2018-04-17;2018-06-02
1238;214;3199;2018-04-17;2018-05-01
3404;1186;695;2018-04-17;2018-06-16
4881;1154;2774;2018-04-17;2018-07-03
268;782;5364;2018-04-18;2018-06-12
690;265;2234;2018-04-18;2018-07-11
1069;1270;6723;2018-04-18;2018-05-08
1978;402;5035;2018-04-18;2018-06-13
3779;117;1306;2018-04-18;2018-04-23
4557;95;1520;2018-04-18;2018-05-19
4575;294;1503;2018-04-18;2018-07-17
849;1506;4444;2018-04-19;2018-07-25
3059;987;2123;2018-04-19;2018-06-20
3234;207;2897;2018-04-20;2018-05-29
432;781;2967;2018-04-21;2018-05-28
2593;339;763;2018-04-21;2018-06-16
498;464;885;2018-04-22;2018-04-29
578;1442;3195;2018-04-22;2018-06-26
1464;1996;6308;2018-04-22;2018-06-26
2343;644;6076;2018-04-22;2018-07-16
3324;1541;1910;2018-04-22;2018-05-01
3649;1470;1925;2018-04-22;2018-05-20
3980;1034;6390;2018-04-22;2018-06-03
1711;1445;1286;2018-04-23;2018-07-21
4937;1557;4812;2018-04-23;2018-07-10
131;974;1373;2018-04-24;2018-07-18
4;969;176;2018-04-25;2018-07-05
90;1235;1377;2018-04-25;2018-07-14
364;1932;5649;2018-04-25;2018-05-29
