review_id;user_id;book_id;stars;review
799;1415;6501;3;shocking
1537;880;471;4;entertaining 
1769;257;573;2;strange
4467;745;2343;1;strange
4894;1253;2551;2;amazing
1913;729;2965;5;violent
1352;1085;3216;5;violent
382;1383;5517;4;boring 
4353;665;2443;1;funny 
828;680;4183;5;brilliant
723;1139;5329;3;rubbish
1517;1276;6456;3;rubbish
4607;771;1494;2;rubbish
4699;651;3736;2;brilliant
25;50;5405;1;violent
1133;556;5796;2;funny 
132;548;1510;2;violent
953;1532;2055;4;shocking
3837;1383;3410;5;horrible
4301;1700;4201;3;violent
1620;1371;649;2;poor
117;1134;1614;1;horrible
2021;1430;1703;2;original
3549;573;2594;4;disgusting 
347;1260;6312;1;disgusting 
1972;1219;4059;5;fascinating 
3461;1143;3332;2;funny 
2861;106;3478;1;disgusting 
3323;936;5898;4;strange
1670;9;5932;2;fascinating 
4431;1195;1915;3;unoriginal
2764;735;1792;1;touching
3403;396;2402;1;original
4932;1966;3723;2;horrible
4751;890;3746;3;horrible
3186;92;2035;2;brilliant
3855;574;4945;3;rubbish
2118;643;816;5;brilliant
496;592;1221;5;boring 
2114;86;1362;5;unoriginal
2904;856;1967;1;horrible
134;39;3199;5;unoriginal
1439;764;3236;5;rubbish
3405;302;3303;3;poor
622;1872;3476;5;original
4079;1786;4319;4;fascinating 
1000;1808;1167;3;funny 
2793;130;2346;2;touching
465;864;4783;3;amazing
2253;391;2167;4;funny 
4593;495;1250;1;original
3529;664;2198;5;boring 
1850;967;2517;1;entertaining 
882;1890;3035;3;original
4487;79;4728;5;fascinating 
302;549;5754;4;amazing
1363;187;1518;3;disgusting 
2624;2000;3432;2;touching
4250;1078;3959;2;shocking
1511;1628;4902;3;violent
904;1967;6439;2;shocking
3985;870;6511;2;disgusting 
4335;521;3063;4;funny 
3370;1420;4452;2;shocking
2541;412;3800;3;funny 
1664;612;6399;5;disgusting 
1565;68;1233;5;poor
930;660;4888;3;strange
1297;507;2867;1;fascinating 
99;1903;3351;4;shocking
1401;1305;4120;5;poor
4423;781;6153;3;brilliant
3031;494;784;5;unoriginal
874;129;3450;1;unoriginal
4299;823;6521;2;boring 
1811;783;3022;4;fascinating 
1100;1184;479;3;violent
2827;141;4025;3;touching
3017;924;6027;2;funny 
388;6;708;1;amazing
383;1432;848;5;horrible
2025;983;1457;2;violent
3338;856;3949;3;unoriginal
360;1978;878;4;brilliant
3723;783;1674;2;shocking
3263;1360;3970;1;strange
4945;1048;5416;3;boring 
1451;1979;5784;1;touching
2416;852;5880;2;fascinating 
3387;841;857;1;rubbish
3701;1512;647;4;poor
3608;1077;1667;5;poor
1922;263;6424;2;unoriginal
2980;460;6551;4;funny 
4526;1172;5064;3;fascinating 
899;1867;162;2;horrible
2582;1596;727;5;entertaining 
2136;824;3687;5;boring 
2728;1599;5320;4;entertaining 
3588;14;5572;4;touching
4605;1871;5700;2;horrible
4636;358;3563;4;horrible
4112;1720;4578;5;strange
1410;1806;6767;1;touching
2929;1943;2833;4;touching
3728;210;6167;1;entertaining 
1150;1252;310;3;strange
282;208;3499;5;rubbish
2555;749;3670;1;horrible
514;1272;3912;4;shocking
334;1523;4820;3;strange
1610;1452;6741;4;poor
1044;1863;60;5;horrible
292;569;6494;5;boring 
3390;211;2667;4;horrible
1734;575;2916;1;touching
4231;1916;3404;1;touching
1655;762;4009;5;amazing
1176;1622;4175;4;strange
438;786;4721;5;strange
2627;1967;5953;3;fascinating 
3378;1397;2065;2;horrible
848;1806;3094;2;touching
1393;1047;4401;1;entertaining 
2181;1915;4574;2;amazing
4412;1366;6100;3;boring 
2612;212;2565;2;touching
1941;430;3111;3;horrible
4202;416;4386;1;funny 
4458;793;5446;1;brilliant
3797;716;908;5;touching
1514;1894;5114;2;strange
3655;1526;6496;4;unoriginal
564;108;784;1;fascinating 
1512;1607;2761;3;fascinating 
4609;806;3481;4;brilliant
301;1313;3532;3;funny 
3147;1396;4131;4;disgusting 
2869;1845;4134;4;original
576;1416;6025;5;amazing
582;291;5172;5;original
451;1612;293;1;poor
3702;1832;1567;2;boring 
3165;1895;2279;3;poor
3364;828;3424;1;brilliant
4847;1485;3425;5;original
398;1911;5560;2;strange
4352;568;4176;2;disgusting 
2720;1465;1863;4;amazing
3213;824;2130;4;poor
4648;995;5053;4;brilliant
4027;80;5735;3;horrible
1552;510;401;4;touching
578;1312;1319;3;amazing
4868;348;2006;5;entertaining 
433;1804;2403;3;amazing
1162;1456;2817;5;entertaining 
1134;445;3014;1;funny 
4017;574;6479;1;violent
4343;580;6794;3;fascinating 
2995;849;2050;3;unoriginal
2403;450;2500;4;strange
2140;35;3078;3;touching
3034;1314;5565;5;boring 
1163;1239;1044;5;funny 
4958;303;2247;4;horrible
1168;502;2878;2;unoriginal
4081;240;4814;4;fascinating 
2321;870;3478;1;shocking
719;866;5503;4;unoriginal
296;1673;2521;5;horrible
442;348;5936;3;entertaining 
4413;443;1608;3;boring 
1471;616;2466;3;brilliant
4088;1840;3326;2;entertaining 
2303;71;6293;4;violent
963;615;5924;1;entertaining 
660;48;5968;5;violent
1618;945;4081;4;amazing
777;754;5890;3;violent
3810;542;5920;5;original
370;1787;106;1;violent
2525;808;6510;2;entertaining 
593;364;6252;2;brilliant
4993;875;6276;3;horrible
1918;1279;1016;3;boring 
1038;1953;4014;4;brilliant
2141;816;5624;3;boring 
1504;77;3796;5;amazing
162;1416;4082;5;unoriginal
1847;772;5499;1;funny 
283;875;202;4;boring 
3822;1642;5127;1;boring 
1190;1799;5534;4;entertaining 
4896;875;5753;4;funny 
188;684;6322;4;touching
287;86;6441;3;entertaining 
4049;51;6477;3;rubbish
1803;552;4531;5;brilliant
512;669;2228;5;touching
3563;383;3143;3;strange
2860;717;3155;4;rubbish
4269;368;3386;2;funny 
1395;655;5212;1;unoriginal
1819;1149;1150;4;horrible
4606;1495;5564;3;violent
3179;627;332;4;rubbish
4494;450;2716;2;boring 
2928;1167;3606;2;shocking
4632;1505;4779;2;fascinating 
1192;1777;2374;2;rubbish
774;323;5415;1;horrible
714;1373;6587;5;violent
1129;1928;111;4;funny 
1359;1318;5554;5;brilliant
4224;1511;3806;2;funny 
3714;577;4332;3;entertaining 
2197;1818;1916;3;brilliant
1273;1976;5400;3;entertaining 
2851;1143;6661;3;boring 
362;1626;615;2;fascinating 
1981;1772;5008;1;shocking
4333;1673;5249;5;disgusting 
1400;775;684;4;fascinating 
4263;1344;4427;5;rubbish
4121;1185;3172;3;poor
2486;335;3928;1;brilliant
2349;456;518;4;rubbish
4187;131;1361;1;shocking
176;1695;6154;2;strange
3623;1949;1091;2;boring 
1385;1657;2322;4;violent
50;274;4880;3;horrible
3071;113;3057;2;poor
1068;470;944;5;touching
3754;1295;552;1;rubbish
1488;893;2116;1;original
3950;90;3653;5;shocking
3484;1290;4054;4;brilliant
32;1474;5229;4;disgusting 
3261;1035;5979;2;funny 
4784;1182;1236;5;touching
1631;1914;2424;3;touching
1566;453;2768;1;poor
1275;929;125;4;poor
2030;573;3318;5;boring 
1440;427;3623;2;violent
207;1508;6351;1;poor
375;1512;6670;2;amazing
4594;944;112;1;poor
4849;1220;382;2;original
1403;1527;473;4;unoriginal
4924;632;1987;1;funny 
897;325;5921;4;unoriginal
2746;1368;4705;4;funny 
95;473;179;2;brilliant
3246;243;3543;5;disgusting 
1937;1758;4060;5;horrible
2352;1496;6441;2;violent
3596;741;6449;2;shocking
739;811;6545;4;amazing
2640;1368;506;3;brilliant
3347;1040;584;4;original
102;313;5353;4;funny 
742;97;6808;2;unoriginal
4090;1449;382;5;funny 
4674;513;2540;3;brilliant
2190;1423;3098;3;shocking
1230;704;15;2;funny 
1180;1008;1374;1;boring 
1732;584;804;4;unoriginal
4320;1298;4144;4;funny 
2987;1768;5460;5;entertaining 
2422;327;650;5;rubbish
4021;478;4775;1;funny 
1118;336;5190;1;brilliant
4848;709;5361;3;rubbish
2476;238;6500;2;shocking
1943;601;1038;4;strange
4705;1641;3150;4;violent
3400;32;3819;5;entertaining 
2500;389;3832;3;original
2576;1449;3831;4;disgusting 
891;448;4858;2;fascinating 
1261;858;6329;3;entertaining 
1629;1321;1813;2;rubbish
229;421;1981;5;fascinating 
78;860;5692;1;shocking
1292;1316;2458;3;horrible
1656;1360;4051;3;rubbish
4406;1895;4406;3;fascinating 
1704;1611;6714;2;violent
634;1592;871;2;boring 
1683;1459;2531;5;entertaining 
734;1065;2623;4;touching
4668;571;3280;3;entertaining 
21;504;4276;3;fascinating 
3649;276;5457;1;disgusting 
549;203;5736;2;brilliant
3110;842;4240;5;strange
3082;227;5176;5;amazing
1598;1001;875;4;boring 
4219;979;1388;1;rubbish
4700;1518;3147;5;fascinating 
4447;671;4098;4;fascinating 
168;115;4158;2;horrible
3881;1974;4385;3;rubbish
1496;1101;530;5;boring 
1573;1503;759;5;shocking
152;435;5319;4;poor
3093;1063;696;1;horrible
523;831;739;2;funny 
2184;519;5918;2;fascinating 
1801;1136;6425;2;horrible
4829;407;631;3;poor
3279;575;724;2;poor
4551;1274;4864;1;shocking
2374;531;1368;5;strange
835;893;2034;2;original
1367;863;4019;3;entertaining 
3070;1124;4100;5;entertaining 
4258;856;5806;5;boring 
3247;1616;5986;2;unoriginal
3033;1221;758;1;entertaining 
2246;1397;2202;1;boring 
2616;1780;6601;5;shocking
4214;215;983;3;boring 
3161;1453;1913;4;unoriginal
2282;55;3993;3;fascinating 
2652;1867;4490;4;unoriginal
1374;1262;4806;3;brilliant
4798;166;4983;2;entertaining 
2589;1690;969;4;rubbish
1616;1384;1699;4;rubbish
2373;674;3801;5;strange
3768;1606;4598;3;entertaining 
1252;206;2635;3;amazing
4493;1924;2838;5;amazing
3303;1151;5507;5;fascinating 
4560;379;5026;3;unoriginal
1031;1579;5103;4;touching
2;1675;5628;5;poor
4934;102;5691;3;original
579;1846;6385;1;violent
401;1031;6756;4;horrible
814;831;2551;2;rubbish
1681;293;3232;3;amazing
4416;1461;4002;4;boring 
4216;267;5550;2;strange
4473;1850;6009;5;original
2531;1401;6510;5;funny 
3557;445;3178;2;unoriginal
4520;208;3587;4;strange
2247;779;3741;4;amazing
3497;606;3936;3;funny 
1760;202;6654;3;touching
1501;1831;4656;4;original
472;100;396;5;fascinating 
2094;1339;2422;1;touching
2994;1802;3209;2;violent
4794;209;2538;2;horrible
1214;1244;5724;5;funny 
241;1009;6049;3;boring 
1908;533;194;4;touching
4903;1488;2450;2;violent
1904;966;5506;4;poor
2981;514;6787;4;fascinating 
4604;1757;111;1;rubbish
2027;768;282;1;unoriginal
1479;329;1808;4;funny 
125;589;5544;1;boring 
1687;197;5946;4;unoriginal
4969;1554;35;1;fascinating 
3490;650;413;5;unoriginal
3697;1658;3266;5;poor
3328;1349;1352;2;rubbish
1882;642;2672;5;disgusting 
2043;1444;1983;3;violent
4175;334;2624;5;strange
1746;817;5310;4;entertaining 
3912;1419;6005;1;disgusting 
2459;1658;4129;3;unoriginal
4472;1948;4237;2;rubbish
4721;474;1166;1;poor
2080;776;105;1;boring 
715;775;1675;3;amazing
2855;433;2090;5;amazing
2119;1703;2179;4;unoriginal
3341;1574;4348;3;poor
4687;226;4697;1;unoriginal
3814;1314;6298;2;fascinating 
3271;949;4909;5;poor
4577;248;4933;1;rubbish
765;545;5271;4;shocking
4910;1449;5844;5;brilliant
348;1463;3472;2;funny 
693;697;5495;5;amazing
3793;1532;2127;4;poor
2316;1644;2364;2;funny 
1591;113;4511;1;unoriginal
947;951;235;1;unoriginal
724;1699;579;2;funny 
2077;1127;613;2;amazing
4519;1288;3693;1;poor
716;308;910;5;poor
4255;1553;2062;2;original
4587;1512;2256;3;boring 
4970;695;425;5;unoriginal
3148;538;2758;1;shocking
4334;1099;2967;3;poor
4170;870;5305;1;fascinating 
1832;635;1283;2;disgusting 
355;1338;3186;2;boring 
3828;1060;5582;5;brilliant
455;1786;5869;3;violent
4355;1021;6078;2;touching
1869;1615;5716;2;poor
1884;38;945;3;horrible
4013;1821;2783;2;disgusting 
2681;300;3843;2;original
2125;1899;6343;2;fascinating 
3942;258;3191;4;horrible
3145;331;1087;5;rubbish
4986;296;2235;1;violent
3368;743;542;4;poor
2660;425;1993;4;poor
2707;1906;4044;3;strange
431;1499;4562;4;poor
1727;1034;6484;2;funny 
4029;1216;2146;5;amazing
322;1623;2558;2;entertaining 
3874;924;2661;4;disgusting 
4400;1389;2681;1;boring 
3876;181;143;4;boring 
2945;1120;4484;1;violent
2517;593;4676;2;shocking
4627;1518;5608;4;boring 
2220;190;6545;4;funny 
2693;189;5903;1;fascinating 
863;1217;5396;5;poor
789;967;2994;2;shocking
1742;918;3497;4;violent
211;1753;5214;5;poor
4453;1875;6549;1;fascinating 
886;911;405;5;original
1740;732;822;2;brilliant
4102;1963;824;5;rubbish
632;48;2275;3;boring 
3637;1294;4144;5;original
2051;611;4713;4;entertaining 
2010;61;414;5;boring 
4690;1627;514;4;amazing
2180;246;4895;4;disgusting 
1773;731;5164;1;poor
420;1114;3889;3;fascinating 
2880;1557;4814;1;amazing
3732;133;6776;3;poor
4422;38;1572;1;touching
4511;367;4137;2;brilliant
675;1330;4759;1;boring 
3012;294;5281;1;original
721;283;409;3;poor
2976;1541;2003;4;shocking
756;1017;2101;2;boring 
246;469;2184;3;boring 
4936;1037;4258;4;boring 
2151;1211;499;3;fascinating 
4485;674;686;5;touching
1218;919;2265;5;brilliant
3686;1314;3060;5;touching
1069;1358;5067;3;entertaining 
4859;351;1639;4;horrible
4339;1118;1833;1;poor
4947;1870;3600;5;unoriginal
2857;1376;4439;4;rubbish
3043;137;1166;4;brilliant
2629;1839;3095;2;rubbish
3193;430;3389;3;shocking
4507;1760;459;5;poor
4773;1974;4571;2;brilliant
3524;1673;4678;1;original
1279;1494;6718;5;poor
4118;788;179;5;poor
2733;1732;1693;4;brilliant
4019;940;2516;4;violent
4204;596;5615;1;fascinating 
2967;1664;1568;2;fascinating 
2195;592;1605;5;poor
4338;1217;4238;2;rubbish
548;1658;5561;4;unoriginal
3302;958;5300;3;fascinating 
4077;1103;5458;4;shocking
4921;416;289;4;entertaining 
4371;1314;5034;4;unoriginal
2821;351;4393;1;shocking
1425;1270;5040;5;unoriginal
1693;500;241;3;unoriginal
2353;689;2156;2;disgusting 
511;1927;4763;3;brilliant
950;1204;6788;3;unoriginal
1757;977;239;5;boring 
1497;973;1652;3;amazing
20;1873;6137;5;strange
1879;1658;3991;5;horrible
3135;1087;4110;4;shocking
2562;623;5436;4;strange
2028;49;5792;5;touching
1015;1434;6363;1;horrible
4634;432;6051;4;funny 
1895;1229;734;1;horrible
4531;485;4536;3;fascinating 
3534;700;6053;2;entertaining 
4920;1511;6435;1;violent
3219;758;1164;2;fascinating 
3221;1711;1340;4;disgusting 
3696;735;1908;4;entertaining 
4864;779;4245;3;touching
636;616;5747;2;entertaining 
3286;850;6713;2;poor
3736;1677;3435;5;brilliant
2016;147;4713;1;violent
4488;34;4903;4;horrible
1280;1370;87;4;brilliant
760;1967;830;3;entertaining 
4840;161;6005;3;shocking
4879;825;1430;1;shocking
2413;747;2744;2;entertaining 
4325;1006;3751;5;unoriginal
3415;225;4262;3;poor
2515;232;4568;5;original
1754;838;1597;1;boring 
2926;1292;2803;2;boring 
3699;228;3818;5;disgusting 
1870;114;6336;5;shocking
456;396;1031;3;violent
1840;617;1535;5;funny 
969;1554;322;2;disgusting 
1124;1363;2179;1;original
4768;1610;4555;5;horrible
3116;1449;90;1;touching
4891;1908;1067;2;unoriginal
3056;157;1966;4;poor
1377;427;3209;3;touching
958;323;3554;2;violent
3361;51;4226;2;horrible
1283;1582;4804;1;funny 
110;1842;5276;5;entertaining 
3253;1874;5333;1;unoriginal
623;537;397;4;amazing
3784;688;2002;4;entertaining 
192;1490;3396;1;poor
984;465;5077;3;violent
787;1456;2587;5;strange
3015;849;4288;2;amazing
1041;332;5093;3;amazing
2619;360;3168;3;original
169;6;4530;2;rubbish
3074;1858;5739;1;shocking
2129;1998;3124;2;strange
488;1673;3702;1;horrible
3847;49;2468;2;horrible
351;1413;3567;5;strange
3134;1348;5115;3;horrible
1576;435;1401;5;disgusting 
1055;1418;1856;3;boring 
4307;829;6561;4;horrible
253;1077;4240;3;amazing
805;315;5886;1;fascinating 
2927;1691;1554;2;entertaining 
156;1409;5842;2;fascinating 
4126;1887;2586;2;rubbish
3764;233;4959;4;violent
4514;997;5480;1;strange
4877;964;5716;4;poor
2988;907;3077;1;brilliant
3887;346;2781;1;touching
1455;198;5926;2;strange
2379;632;1277;1;funny 
2925;407;4875;2;disgusting 
4628;1872;2396;3;shocking
529;1849;2923;2;violent
367;516;38;5;violent
2672;170;6318;2;amazing
1558;333;6707;1;touching
3824;1806;2000;1;disgusting 
1136;1627;3512;3;brilliant
1435;1986;4852;2;disgusting 
834;796;5080;3;boring 
3010;1794;5367;1;fascinating 
3774;1039;3072;2;unoriginal
4058;747;4477;1;rubbish
4196;225;5678;2;fascinating 
290;527;5712;1;poor
4324;999;6635;4;horrible
2496;106;2511;2;disgusting 
230;598;2750;2;disgusting 
1536;1566;2847;4;entertaining 
2721;1772;4636;4;original
2464;1168;4872;2;fascinating 
4641;1826;336;3;entertaining 
2446;1335;1498;3;strange
800;152;2241;2;rubbish
2766;1703;2665;3;horrible
3345;1469;4336;5;entertaining 
3990;1826;6517;4;shocking
2779;1076;5496;2;touching
3374;1877;5261;3;horrible
982;573;5266;5;original
1338;288;3327;4;brilliant
837;1595;4424;5;strange
3285;1791;4950;1;disgusting 
3671;502;5080;5;poor
4496;509;2386;2;brilliant
2853;1673;3420;1;amazing
2743;1071;5661;4;violent
3217;1004;6126;5;poor
31;199;821;4;strange
2367;1850;1114;2;unoriginal
597;153;4334;4;original
822;315;1260;1;entertaining 
499;1319;5642;5;funny 
4439;1800;1510;1;shocking
972;459;1894;2;touching
1768;1423;4651;1;original
2655;1837;4683;3;disgusting 
577;763;5395;4;horrible
1924;1436;6379;2;touching
70;1574;6632;4;touching
3176;1464;45;3;violent
2069;400;262;2;original
1862;539;3056;4;brilliant
906;423;4438;1;funny 
2813;1143;6638;2;unoriginal
237;761;658;5;entertaining 
475;1128;2233;1;shocking
3517;1378;1269;2;strange
580;277;3850;5;poor
1839;1938;6323;2;brilliant
4725;986;1898;3;funny 
561;1406;4107;4;boring 
3383;205;6170;5;violent
4323;342;6308;5;disgusting 
2340;1248;2075;4;strange
3546;161;2430;2;entertaining 
2474;814;1549;4;funny 
1325;1166;2611;5;fascinating 
2795;1236;5138;2;fascinating 
1665;1831;5685;3;entertaining 
4862;1117;242;5;fascinating 
1417;1675;6408;3;amazing
1951;1561;6218;4;brilliant
4259;1074;6783;1;disgusting 
4826;612;291;1;entertaining 
2782;1846;5235;4;poor
696;296;5565;4;touching
4440;1382;5447;3;rubbish
4978;149;3151;3;rubbish
1226;1064;3371;5;poor
1286;1009;5225;2;strange
4571;834;2983;3;unoriginal
1084;959;4239;1;boring 
4673;475;3776;5;brilliant
4210;292;281;3;rubbish
2469;1765;1211;3;shocking
4533;94;2044;1;entertaining 
2798;379;2675;3;poor
4068;1696;3905;2;poor
4650;1578;4570;4;shocking
1855;139;5043;3;amazing
2778;1566;5605;1;rubbish
2617;1611;6329;1;shocking
2841;1712;1960;2;amazing
206;406;6772;3;disgusting 
1238;991;1660;2;horrible
2836;17;3345;1;rubbish
2062;5;6002;5;entertaining 
1672;786;6122;1;unoriginal
1694;992;6475;4;strange
4054;1575;611;3;original
3322;633;3498;1;amazing
1495;1558;1848;4;disgusting 
1752;1389;2792;2;strange
3126;1634;3777;3;poor
2684;1337;323;4;funny 
4425;1798;2336;2;unoriginal
2522;1321;4879;5;horrible
4336;1203;6123;1;amazing
2311;1795;3066;1;touching
4292;451;3402;1;entertaining 
3153;449;4612;4;disgusting 
3601;2000;4669;2;funny 
962;946;4980;2;funny 
1821;1607;5452;5;disgusting 
3572;1009;5991;4;strange
17;446;505;1;funny 
2641;1450;534;1;boring 
1735;1485;2948;2;shocking
1307;1253;5877;2;brilliant
4298;236;6406;5;touching
4368;192;6635;3;entertaining 
2256;1159;1672;3;original
1702;1443;1952;1;unoriginal
2544;370;5045;2;entertaining 
2339;1748;940;1;violent
2168;248;3016;4;fascinating 
2394;1237;4557;4;violent
3369;819;6207;4;poor
595;1209;649;1;shocking
821;500;3628;5;horrible
3719;1779;3735;4;boring 
1679;1332;5762;3;shocking
33;845;2463;5;disgusting 
1802;1491;5649;1;rubbish
3882;575;6304;1;strange
1075;216;140;3;horrible
3698;469;1682;4;funny 
2878;360;4018;1;amazing
3428;422;1004;3;boring 
2162;373;3104;5;entertaining 
409;1816;3790;4;horrible
2694;1294;4611;1;strange
3552;244;1324;2;touching
1731;168;2686;5;violent
2211;1576;4926;5;violent
4100;583;2995;4;unoriginal
1546;1441;1562;1;brilliant
2635;204;2871;1;disgusting 
3269;1636;4367;3;original
668;123;5517;3;funny 
568;1731;729;3;amazing
2761;1523;897;2;funny 
1557;84;1939;1;unoriginal
1204;190;2117;2;boring 
424;263;2741;3;funny 
293;656;4487;2;entertaining 
1159;546;4808;3;amazing
3767;979;3973;5;rubbish
4753;1883;4242;2;original
261;1504;2320;2;violent
100;1805;3454;1;rubbish
140;981;3809;4;original
1387;1617;5146;1;entertaining 
2196;1972;4820;3;strange
2868;1754;6504;1;horrible
4901;1896;87;1;disgusting 
4984;729;930;3;horrible
3171;1061;1866;1;touching
2425;1671;738;5;poor
326;1969;2424;5;violent
2207;933;6667;4;amazing
501;1986;357;5;strange
2391;942;553;2;violent
606;1327;1091;5;poor
3492;1774;1634;1;disgusting 
3035;1224;2444;4;rubbish
4502;1699;2613;5;amazing
313;1524;2824;4;rubbish
3224;1906;5695;5;disgusting 
2674;1878;304;4;rubbish
3586;781;3666;4;strange
1454;1737;4416;1;original
2113;1728;4697;3;violent
1963;750;5449;2;strange
1235;289;2108;1;horrible
481;1853;4951;4;brilliant
4546;1526;3917;4;disgusting 
3301;611;4428;5;horrible
4537;85;4712;2;horrible
4573;1124;6529;2;original
2121;1819;4301;1;unoriginal
2711;1760;4654;4;shocking
1330;617;5610;1;unoriginal
2520;417;2067;5;horrible
3092;330;1393;2;strange
306;689;3370;5;fascinating 
864;159;5429;1;touching
4767;1837;439;5;boring 
390;1202;691;4;original
926;310;5603;2;funny 
3402;689;475;1;funny 
569;929;583;4;horrible
2313;1101;963;2;fascinating 
36;1819;5230;1;disgusting 
307;563;1211;4;horrible
4297;684;2623;1;brilliant
3235;920;5181;1;boring 
3911;499;76;5;funny 
4619;1982;4292;1;unoriginal
2305;1766;5610;1;fascinating 
3386;651;414;1;brilliant
2959;1970;1338;3;amazing
4765;1476;5257;1;poor
1991;895;6122;1;original
990;1651;294;2;disgusting 
2263;1166;786;5;unoriginal
2750;184;2889;1;funny 
4614;1237;4779;5;fascinating 
2116;466;4978;4;touching
3747;1716;5168;1;disgusting 
4515;1905;6564;1;entertaining 
4020;1556;2732;5;amazing
845;585;3808;4;poor
1743;338;4826;3;shocking
4387;997;2977;2;violent
159;403;3463;1;fascinating 
1608;203;3839;2;shocking
1095;795;3716;2;unoriginal
3617;1688;4259;2;disgusting 
1370;529;6073;3;horrible
3321;1497;1645;4;original
2744;807;3346;3;amazing
3493;607;5462;2;unoriginal
878;647;1563;5;shocking
3734;1802;1576;3;poor
1253;377;3772;4;disgusting 
3975;711;5143;4;rubbish
276;1136;1220;1;shocking
3281;746;4001;5;boring 
4223;1397;6672;5;original
509;642;201;5;funny 
945;1125;765;1;shocking
4113;1705;1160;1;poor
704;653;2586;2;rubbish
1765;1377;3080;3;violent
87;1229;3763;2;horrible
1432;1831;1329;2;boring 
4357;1534;2096;5;strange
1661;138;4972;4;touching
2586;336;180;1;horrible
363;975;940;5;poor
1689;1953;5474;1;touching
2769;901;158;4;poor
3553;1345;1287;1;rubbish
4917;694;1640;2;violent
4688;651;2295;3;rubbish
4332;359;4836;3;unoriginal
2178;1083;5457;5;entertaining 
2143;1630;2235;3;horrible
4281;1715;4326;3;funny 
530;1151;6497;5;poor
2439;1258;2236;4;unoriginal
3188;1040;5014;3;entertaining 
2604;1911;845;5;horrible
3850;521;893;4;fascinating 
3358;1289;1710;4;strange
1116;1010;2186;5;disgusting 
766;602;2446;3;unoriginal
3191;1872;4427;3;shocking
60;623;4622;4;boring 
1764;1822;6377;4;rubbish
749;1798;1625;4;disgusting 
171;1240;3111;4;rubbish
1098;1665;4373;3;unoriginal
49;1493;5428;4;fascinating 
3727;1147;251;3;poor
4621;168;2031;4;original
317;1693;2184;5;amazing
2492;395;2640;3;entertaining 
877;79;4089;2;horrible
2550;51;5183;5;touching
1723;1249;866;1;shocking
4042;1797;1308;5;funny 
4800;1694;4455;1;horrible
1354;97;199;4;amazing
988;13;3824;2;original
4075;1372;4224;4;funny 
4028;1842;2592;1;disgusting 
115;1035;4317;3;poor
2503;399;2219;2;amazing
737;535;4333;3;horrible
3491;1849;2456;5;violent
4105;432;2704;2;funny 
2966;363;427;4;original
566;142;464;4;boring 
4740;1813;4778;2;violent
4495;1631;4209;4;original
1682;315;4999;1;entertaining 
4011;261;6013;3;unoriginal
807;1924;6075;5;horrible
3119;56;751;2;original
1480;7;545;4;unoriginal
3448;1621;2311;5;violent
2014;1900;3640;4;amazing
2309;1921;4098;1;amazing
4542;1742;5594;4;poor
2745;411;775;5;brilliant
3584;418;2071;4;horrible
3449;1345;4365;5;unoriginal
236;196;1715;2;touching
943;1183;4960;2;original
2512;1560;6222;3;rubbish
4397;723;2864;4;touching
35;995;4530;1;rubbish
1383;954;5004;1;brilliant
1639;1976;1655;1;rubbish
575;859;275;4;boring 
2898;1415;4688;5;strange
2865;140;1179;2;boring 
2102;1407;2215;5;rubbish
